,Address,Rentel_price,No_of_bed,No_of_bathroom,Area,Pets,Deposit,City,State code,Country,Washer/Dryer,Air_Conditioning,Parking,Fireplace,Dishwasher,Hardwood_floor,Roofdeck,Storage,Sno
156,126 Lisbon Ave,$ 1215,       3        Bed     ,       1        Bath     ,"       1,382        Sq Ft     ",No,1215,,, USA,No,No,Yes,No,No,No,No,No,156
157,"4 Wadsworth Street, Buffalo, NY 14201, USA",$ 1700,       2        Bed     ,       1        Bath     ,"       5,386        Sq Ft     ",,, Buffalo, NY 14201, USA,No,No,No,No,No,No,No,No,157
158,"63 Germain Street, Buffalo, NY 14207, USA",$ 1295,       3        Bed     ,       1        Bath     ,"       1,250        Sq Ft     ",,, Buffalo, NY 14207, USA,No,No,No,No,No,No,No,No,158
159,"439 University Avenue, Unit Upper Unit",$ 1550,       3        Bed     ,       1        Bath     ,"       1,300        Sq Ft     ",Yes,1550, Unit Upper Unit,, USA,No,No,No,No,No,Yes,No,No,159
160,"Buffalo, NY",$ 2580,       1        Bed     ,       1        Bath     ,       700        Sq Ft     ,No,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,160
161,"90 Erb Street, Buffalo, NY 14215, USA",$ 850,       2        Bed     ,       1        Bath     ,"       1,901        Sq Ft     ",,, Buffalo, NY 14215, USA,No,No,No,No,No,No,No,No,161
162,"Buffalo, NY",$ 3480,              Studio     ,,,,, NY,, USA,No,Yes,No,No,No,No,No,No,162
163,"Buffalo, NY",$ 3000,       3        Bed     ,       1        Bath     ,,,, NY,, USA,No,No,No,No,No,No,No,No,163
164,"1261 Ridge Road, Buffalo, NY 14218, USA",$ 1300,       2        Bed     ,       1        Bath     ,"       2,024        Sq Ft     ",,, Buffalo, NY 14218, USA,No,No,No,No,No,No,No,No,164
165,"Buffalo, NY",$ 4050,              Studio     ,,,,, NY,, USA,No,Yes,No,No,Yes,No,No,No,165
166,"357 Hudson Street, Unit Upper",$ 2050,       3        Bed     ,       1        Bath     ,"       1,350        Sq Ft     ",Yes,2050, Unit Upper,, USA,No,Yes,No,No,No,Yes,No,Yes,166
167,"481 Franklin Street, Buffalo, NY 14202, USA",$ 1250,              Studio     ,       1        Bath     ,       477        Sq Ft     ,,, Buffalo, NY 14202, USA,No,No,No,No,No,No,No,No,167
168,"Buffalo, NY",$ 3180,       2        Bed     ,       1        Bath     ,"       1,500        Sq Ft     ",Yes,, NY,, USA,No,Yes,No,No,No,No,No,No,168
169,"6 Stratford Rd, Unit Lower",$ 1695,       3        Bed     ,       1        Bath     ,"       1,250        Sq Ft     ",No,1695, Unit Lower,, USA,No,No,No,No,Yes,Yes,No,Yes,169
170,"Buffalo, NY",$ 4200,       2        Bed     ,       2        Bath     ,"       1,600        Sq Ft     ",No,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,170
171,"41 Mariner Street, Buffalo, NY 14201, USA",$ 1200,       1        Bed     ,       1        Bath     ,"       2,250        Sq Ft     ",,, Buffalo, NY 14201, USA,No,No,No,No,No,No,No,No,171
172,"Canisius College, West Delavan Avenue, Buffalo, NY 14213, USA",$ 1650,       3        Bed     ,       1        Bath     ,"       1,296        Sq Ft     ",,, Buffalo, NY 14213, USA,No,No,No,No,No,No,No,No,172
173,"Buffalo, NY",$ 3060,       1        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,173
174,"Buffalo, NY",$ 36810,       3        Bed     ,       2        Bath     ,,,, NY,, USA,No,Yes,No,No,No,No,No,No,174
175,"Buffalo, NY",$ 5040,       2        Bed     ,       1        Bath     ,       650        Sq Ft     ,Yes,, NY,, USA,No,Yes,Yes,No,No,No,No,No,175
176,333 High Street,$ 745,       1        Bed     ,       1        Bath     ,,$745 Deposit,745,,, USA,No,No,Yes,No,No,No,No,No,176
177,"166 York Street, Buffalo, NY 14213, USA",$ 1650,       2        Bed     ,       2        Bath     ,"       2,192        Sq Ft     ",No,, Buffalo, NY 14213, USA,No,No,No,No,No,No,No,No,177
178,"79 Commonwealth Avenue, Buffalo, NY 14216, USA",$ 1600,       3        Bed     ,       1        Bath     ,"       2,908        Sq Ft     ",,, Buffalo, NY 14216, USA,No,No,No,No,No,No,No,No,178
179,"1044 Elmwood Avenue, Buffalo, NY 14222, USA",$ 1500,       3        Bed     ,       1        Bath     ,"       1,147        Sq Ft     ",,, Buffalo, NY 14222, USA,No,No,No,No,No,No,No,No,179
180,"15 Stratford Road, Buffalo, NY 14216, USA",$ 1350,       3        Bed     ,       1        Bath     ,"       2,376        Sq Ft     ",,, Buffalo, NY 14216, USA,No,No,No,No,No,No,No,No,180
181,"81 Montrose Avenue, Buffalo, NY 14214, USA",$ 450,       1        Bed     ,       1        Bath     ,,,, Buffalo, NY 14214, USA,No,No,No,No,No,No,No,No,181
182,"78 Mariemont Ave, Unit Lower",$ 1350,       3        Bed     ,       1        Bath     ,"       1,200        Sq Ft     ",No,1350, Unit Lower,, USA,No,No,No,No,Yes,No,No,Yes,182
183,"Buffalo, NY",$ 3750,       2        Bed     ,       1        Bath     ,,Yes,, NY,, USA,No,Yes,No,No,No,No,No,No,183
184,"152 Oxford Avenue, Buffalo, NY 14209, USA",$ 2200,       2        Bed     ,       1        Bath     ,"       1,364        Sq Ft     ",,, Buffalo, NY 14209, USA,No,No,No,No,No,No,No,No,184
185,615 N. Decker St,$ 1500,       3        Bed     ,       1        Bath     ,"       1,066        Sq Ft     ",No,1500,,, USA,No,No,No,No,No,No,No,No,185
186,"292 Chelsea Place, Buffalo, NY 14215, USA",$ 1100,       3        Bed     ,       2        Bath     ,"       1,195        Sq Ft     ",No,, Buffalo, NY 14215, USA,No,No,No,Yes,No,No,No,No,186
187,"224 Hartwell Road, Buffalo, NY 14216, USA",$ 1500,       3        Bed     ,       1        Bath     ,"       2,620        Sq Ft     ",,, Buffalo, NY 14216, USA,No,No,No,No,No,No,No,No,187
188,"15 Rugby Road, Unit Lower",$ 1400,       3        Bed     ,       1        Bath     ,"       1,500        Sq Ft     ",No,1400, Unit Lower,, USA,No,No,No,No,No,Yes,No,No,188
189,"The Delaware Tower Parking Garage, Highland Avenue, Buffalo, NY 14222, USA",$ 1600,       1        Bed     ,       1        Bath     ,       713        Sq Ft     ,,, Buffalo, NY 14222, USA,No,No,No,No,No,No,No,No,189
190,"Buffalo, NY",$ 5850,       1        Bed     ,       1        Bath     ,"       1,453        Sq Ft     ",No,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,190
191,"89 Lisbon Avenue, Buffalo, NY 14214, USA",$ 2000,       4        Bed     ,       1        Bath     ,"       1,360        Sq Ft     ",,, Buffalo, NY 14214, USA,No,No,No,No,No,No,No,No,191
192,"Buffalo, NY",$ 5220,       1        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,No,No,Yes,No,No,No,192
193,"Buffalo, NY",$ 3150,              Studio     ,,,,, NY,, USA,No,Yes,No,No,No,No,No,No,193
194,"561 Ontario Street, Buffalo, NY 14207, USA",$ 1000,       2        Bed     ,       1        Bath     ,"       8,005        Sq Ft     ",,, Buffalo, NY 14207, USA,No,No,No,No,No,No,No,No,194
195,"406 Lakefront Boulevard, Buffalo, NY 14202, USA",$ 3300,       2        Bed     ,       2.5        Bath     ,"       1,532        Sq Ft     ",,, Buffalo, NY 14202, USA,No,No,No,No,No,No,No,No,195
196,"Buffalo, NY",$ 3390,       2        Bed     ,       1        Bath     ,       900        Sq Ft     ,No,, NY,, USA,No,Yes,Yes,No,No,No,No,No,196
197,"Buffalo, NY",$ 4410,       2        Bed     ,       1        Bath     ,"       1,000        Sq Ft     ",No,, NY,, USA,No,Yes,Yes,No,No,No,No,No,197
198,254 Fox Street,$ 960,              Studio     ,,,,,,, USA,No,No,No,No,No,No,No,No,198
199,"1526 Main Street, Buffalo, NY 14209, USA",$ 1505,       1        Bed     ,       1        Bath     ,"       40,292        Sq Ft     ",,, Buffalo, NY 14209, USA,No,No,No,No,No,No,No,No,199
200,"Buffalo, NY",$ 5400,              Studio     ,"       1,200        Sq Ft     ",,Yes,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,200
201,"945 West Ferry Street, Buffalo, NY 14209, USA",$ 1695,       2        Bed     ,       2        Bath     ,"       40,292        Sq Ft     ",,, Buffalo, NY 14209, USA,No,No,No,No,No,No,No,No,201
202,"Buffalo, NY",$ 4500,       2        Bed     ,       1        Bath     ,,Yes,, NY,, USA,No,Yes,No,No,No,No,No,No,202
203,"20 Medford Place, Unit Lower",$ 1400,       3        Bed     ,       1        Bath     ,"       1,335        Sq Ft     ",No,, Unit Lower,, USA,No,No,No,No,No,No,No,No,203
204,"Buffalo, NY",$ 9000,       2        Bed     ,       2        Bath     ,"       1,800        Sq Ft     ",No,, NY,, USA,No,Yes,No,No,Yes,No,No,No,204
205,"44 North Pearl Street, Buffalo, NY 14202, USA",$ 825,              Studio     ,       1        Bath     ,       300        Sq Ft     ,,, Buffalo, NY 14202, USA,No,No,No,No,No,No,No,No,205
206,"18 Harbour Pointe Common, Buffalo, NY 14202, USA",$ 4000,       3        Bed     ,       2.5        Bath     ,"       3,121        Sq Ft     ",,, Buffalo, NY 14202, USA,No,No,No,No,No,No,No,No,206
207,418 Wilson Street,$ 825,       1        Bed     ,       1        Bath     ,       675        Sq Ft     ,No,825,,, USA,No,No,No,No,No,No,No,No,207
208,"Buffalo, NY",$ 3000,              Studio     ,,,,, NY,, USA,No,Yes,No,No,No,No,No,No,208
209,"Buffalo, NY",$ 3600,       2        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,No,No,No,No,No,No,209
210,"215 West Utica Street, Buffalo, NY 14222, USA",$ 850,       1        Bed     ,       1        Bath     ,"       4,129        Sq Ft     ",,, Buffalo, NY 14222, USA,No,No,No,No,No,No,No,No,210
211,"655 Lafayette Avenue, Buffalo, NY 14222, USA",$ 2600,              Studio     ,,,,, Buffalo, NY 14222, USA,No,No,No,No,No,No,No,No,211
212,"Buffalo, NY",$ 10260,       3        Bed     ,       2        Bath     ,"       1,600        Sq Ft     ",No,, NY,, USA,No,Yes,Yes,Yes,Yes,No,No,No,212
213,"Buffalo, NY",$ 8280,       4        Bed     ,       2        Bath     ,,Yes,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,213
214,"891 Richmond Avenue, Buffalo, NY 14222, USA",$ 1875,       3        Bed     ,       1        Bath     ,"       2,352        Sq Ft     ",,, Buffalo, NY 14222, USA,No,No,No,No,No,No,No,No,214
215,"82 Hazelwood Avenue, Buffalo, NY 14215, USA",$ 1000,       2        Bed     ,       1        Bath     ,"       1,903        Sq Ft     ",,, Buffalo, NY 14215, USA,No,No,No,No,No,No,No,No,215
216,"46 Atlantic Avenue, Buffalo, NY 14222, USA",$ 1900,       3        Bed     ,       1        Bath     ,"       3,532        Sq Ft     ",,, Buffalo, NY 14222, USA,No,No,No,No,No,No,No,No,216
217,"351 Roesch Avenue, Buffalo, NY 14207, USA",$ 900,       1        Bed     ,       1        Bath     ,"       1,688        Sq Ft     ",,, Buffalo, NY 14207, USA,No,No,No,No,No,No,No,No,217
218,"231 Niagara Street, Buffalo, NY 14201, USA",$ 1650,       2        Bed     ,       1        Bath     ,"       5,025        Sq Ft     ",,, Buffalo, NY 14201, USA,No,No,No,No,No,No,No,No,218
219,"Buffalo, NY",$ 2550,       2        Bed     ,       1        Bath     ,,Yes,, NY,, USA,No,Yes,No,No,No,No,No,No,219
220,"Buffalo, NY",$ 4380,       2        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,Yes,No,No,No,No,No,220
221,"200 Abbott Road, Buffalo, NY 14220, USA",$ 1300,       3        Bed     ,       1        Bath     ,"       2,388        Sq Ft     ",,, Buffalo, NY 14220, USA,No,No,No,No,No,No,No,No,221
222,"Buffalo, NY",$ 6000,       3        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,No,No,No,No,No,No,222
223,"77 North Johnson Park, Buffalo, NY 14201, USA",$ 800,              Studio     ,       1        Bath     ,       400        Sq Ft     ,,, Buffalo, NY 14201, USA,No,No,No,No,No,No,No,No,223
224,"Buffalo, NY",$ 4260,              Studio     ,,,,, NY,, USA,No,Yes,No,No,No,No,No,No,224
225,"102 Mulberry Street, Buffalo, NY 14204, USA",$ 1200,       2        Bed     ,       1        Bath     ,"       1,684        Sq Ft     ",,, Buffalo, NY 14204, USA,No,No,No,No,No,No,No,No,225
226,"237 Tacoma Avenue, Buffalo, NY 14216, USA",$ 1900,       3        Bed     ,       1        Bath     ,"       1,341        Sq Ft     ",,, Buffalo, NY 14216, USA,No,No,No,No,No,No,No,No,226
227,"617 Niagara Street, Buffalo, NY 14201, USA",$ 2100,       1        Bed     ,       1        Bath     ,       435        Sq Ft     ,,, Buffalo, NY 14201, USA,No,No,No,No,No,No,No,No,227
228,"370 Bryant Street, Buffalo, NY 14222, USA",$ 1250,       1        Bed     ,       1        Bath     ,"       4,503        Sq Ft     ",,, Buffalo, NY 14222, USA,No,No,No,No,No,No,No,No,228
229,"346 Walnut Street, Buffalo, NY 14204, USA",$ 1250,       3        Bed     ,       1        Bath     ,       900        Sq Ft     ,,, Buffalo, NY 14204, USA,No,No,No,No,No,No,No,No,229
230,"Buffalo, NY",$ 7500,       5        Bed     ,       2        Bath     ,,,, NY,, USA,No,Yes,No,Yes,Yes,No,No,No,230
231,"618 Minnesota Avenue, Buffalo, NY 14215, USA",$ 1150,       4        Bed     ,       1        Bath     ,"       2,260        Sq Ft     ",,, Buffalo, NY 14215, USA,No,No,No,No,No,No,No,No,231
232,"104 Richmond Avenue, Buffalo, NY 14222, USA",$ 3900,       4        Bed     ,       2.5        Bath     ,"       2,640        Sq Ft     ",,, Buffalo, NY 14222, USA,No,No,No,No,No,No,No,No,232
233,"Buffalo, NY",$ 4170,       1        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,No,No,No,No,No,No,233
234,"369 Reiman Street, Village of Sloan, Buffalo, NY 14212, USA",$ 985,       2        Bed     ,       1        Bath     ,       612        Sq Ft     ,,, Buffalo, NY 14212, USA,No,No,No,No,No,No,No,No,234
235,"89 Lisbon Avenue, Buffalo, NY 14214, USA",$ 2200,       4        Bed     ,       1        Bath     ,"       1,360        Sq Ft     ",,, Buffalo, NY 14214, USA,No,No,No,No,No,No,No,No,235
236,"91 Grant Street, Buffalo, NY 14213, USA",$ 1100,       2        Bed     ,       1        Bath     ,"       1,300        Sq Ft     ",,, Buffalo, NY 14213, USA,No,No,No,No,No,No,No,No,236
237,"Buffalo, NY",$ 2730,       3        Bed     ,       1        Bath     ,"       2,000        Sq Ft     ",No,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,237
238,"Buffalo, NY",$ 6360,       5        Bed     ,       2        Bath     ,"       3,000        Sq Ft     ",No,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,238
239,"Buffalo, NY",$ 3690,       2        Bed     ,       1        Bath     ,,,, NY,, USA,No,No,No,No,No,No,No,No,239
240,"Buffalo, NY",$ 3420,       3        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,Yes,No,No,No,No,No,240
241,"Buffalo, NY",$ 4530,       3        Bed     ,       2        Bath     ,,,, NY,, USA,No,Yes,No,No,No,No,No,No,241
242,"Buffalo, NY",$ 4140,       2        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,242
243,"Buffalo, NY",$ 2970,       2        Bed     ,       1        Bath     ,,Yes,, NY,, USA,No,Yes,Yes,No,No,No,No,No,243
244,"Buffalo, NY",$ 7500,       6        Bed     ,       2        Bath     ,,,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,244
245,"Buffalo, NY",$ 3090,       3        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,Yes,No,No,No,No,No,245
246,"Buffalo, NY",$ 2910,       1        Bed     ,       1        Bath     ,"       1,000        Sq Ft     ",No,, NY,, USA,No,No,Yes,No,Yes,No,No,No,246
247,"Buffalo, NY",$ 3270,              Studio     ,,,,, NY,, USA,No,Yes,No,No,No,No,No,No,247
248,"Buffalo, NY",$ 3510,       2        Bed     ,       1        Bath     ,       900        Sq Ft     ,Yes,, NY,, USA,No,Yes,Yes,No,No,No,No,No,248
249,"Buffalo, NY",$ 3840,       2        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,249
250,"Buffalo, NY",$ 3000,              Studio     ,       500        Sq Ft     ,,,, NY,, USA,No,Yes,No,No,No,No,No,No,250
251,"Buffalo, NY",$ 7440,       2        Bed     ,       3        Bath     ,,,, NY,, USA,No,Yes,No,No,No,No,No,No,251
252,"Buffalo, NY",$ 2970,              Studio     ,,,,, NY,, USA,No,Yes,No,No,No,No,No,No,252
253,110 Elm St,$ 1475,       3        Bed     ,       2        Bath     ,"       2,117        Sq Ft     ",Yes,3000,,, USA,No,No,Yes,No,No,No,No,No,253
254,158 Chadduck Avenue,$ 1500,       3        Bed     ,       1        Bath     ,"       1,200        Sq Ft     ",No,1500,,, USA,No,No,Yes,Yes,No,No,No,No,254
255,"Buffalo, NY",$ 7500,       3        Bed     ,       2        Bath     ,,,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,255
256,"Buffalo, NY",$ 3390,       3        Bed     ,       1        Bath     ,"       1,300        Sq Ft     ",No,, NY,, USA,No,No,Yes,No,Yes,No,No,No,256
257,207 E North St,$ 1850,       1        Bed     ,       1        Bath     ,"       1,168        Sq Ft     ",Yes,1150,,, USA,No,No,No,Yes,Yes,No,No,No,257
258,"Buffalo, NY",$ 1710,       1        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,No,No,No,No,No,No,258
259,"Buffalo, NY",$ 5130,       3        Bed     ,       1        Bath     ,,Yes,, NY,, USA,No,Yes,Yes,No,No,No,No,No,259
260,342 Davidson Avenue,$ 1200,       2        Bed     ,       1        Bath     ,"       1,200        Sq Ft     ",No,1200,,, USA,No,No,Yes,Yes,No,No,No,No,260
261,"Buffalo, NY",$ 8550,              Studio     ,,,,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,261
262,"Buffalo, NY",$ 6360,       3        Bed     ,       1        Bath     ,,Yes,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,262
263,"Buffalo, NY",$ 1140,              Studio     ,,,,, NY,, USA,No,Yes,Yes,No,No,No,No,No,263
264,"Buffalo, NY",$ 3000,       2        Bed     ,       1        Bath     ,       960        Sq Ft     ,Yes,, NY,, USA,No,Yes,Yes,No,No,No,No,No,264
265,13 Winter St,$ 2000,       3        Bed     ,       1        Bath     ,,"$2,000 Deposit",2000,,, USA,No,No,Yes,No,No,No,No,No,265
266,"Buffalo, NY",$ 5670,       3        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,266
267,"Buffalo, NY",$ 4860,       3        Bed     ,       2        Bath     ,"       1,750        Sq Ft     ",Yes,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,267
268,"Buffalo, NY",$ 7290,       4        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,Yes,No,Yes,No,No,No,268
269,"Buffalo, NY",$ 4230,       1        Bed     ,       1        Bath     ,       900        Sq Ft     ,No,, NY,, USA,No,Yes,Yes,No,No,No,No,No,269
270,154 Englewood Ave,$ 2300,       2        Bed     ,       1        Bath     ,,"$2,300 Deposit",2300,,, USA,No,No,No,No,No,No,No,No,270
271,"Buffalo, NY",$ 7500,       2        Bed     ,       1        Bath     ,,Yes,, NY,, USA,No,Yes,No,No,No,No,No,No,271
272,"Buffalo, NY",$ 3840,       3        Bed     ,       1        Bath     ,,,, NY,, USA,No,Yes,Yes,No,No,No,No,No,272
